conversation,customer_sentiment
"hi, i need to change the address for the pickup of my ceiling fan order. yes, my order number is 123456. i need to change the address for this order. it's urgent, and i can't wait for the next order. okay, i'll hold. i can't believe this is happening. i need the ceiling fan urgently, and i can't wait for any delays or additional fees. okay, but please hurry. i don't care about the fees. i just need the ceiling fan delivered to the new address. yes, the new address is 123 main street, and my phone number is 555-1234. okay, thank you. i hope this works. no, that's all for now.",negative
"hi sarah, i have a question about returning a t-shirt i bought from your website. yes, it's 789012. yes, that's right. i ordered a medium size, but it's too small for me. so, i want to return it and get a refund. oh, i wasn't aware of that. can you please explain it to me? i see. that's reasonable. so, how do i proceed with the return? okay, i'll do that. how long will it take to process the return and get the refund? alright, that sounds good. thank you for your help, sarah. no, that's all. thank you again.",neutral
"hi, i recently purchased a washing machine from brownbox, and i was wondering if you could help me with the installation process. yes, my name is john smith, and my order number is 123456789. yes, i did receive them, but i'm not sure if i can install it myself. i was wondering if brownbox offers any installation service? okay, that sounds good. yes, i do have all the necessary tools. yes, i do have all the necessary connections. i haven't started the installation process yet as i was not sure if i could do it myself. but now that you have provided me with the necessary information, i will give it a try. thank you so much, sarah. i appreciate your help. no, that's all. thank you again.",neutral
"hi rachel, i recently purchased a water purifier from your website, and i have a question about the warranty. can you help me with that? i received the water purifier a few days ago, and i'm not sure when the warranty period starts. can you tell me the start date of the warranty? okay, that's good to know. and how long is the warranty period for the water purifier? alright, thank you for the information, rachel. i appreciate your help. no, that's all. thank you again for your help.",neutral
"hi, i recently purchased a computer monitor from brownbox, and i'm having trouble installing it. can you help me with this? sure, my order number is 12345678, and my name is jane doe. yes, i'm not sure if i'm supposed to install it myself or if it's the responsibility of the brand. it's a dell monitor. the monitor turns on, but i can't get it to display anything. yes, i have. i just checked, and they seem to be secure. okay, let me try that. yes, it did. the monitor is working now. no, that's all. thank you for your assistance, sarah.",neutral
"hi rachel, my name is john. i made an order for a pair of sunglasses, and i want to confirm the status of my order. yes, i can hold. that's great news, rachel! thank you for confirming the status of my order. no, that's all for now. thank you for your help. thank you, rachel. you too. goodbye.",positive
"hi sarah, i am looking to buy an oven toaster grills  from your website. can you please tell me the delivery charges and standard shipping speeds for it? i am located in new york, and the model number is otg-123. okay, that sounds good. can you also tell me if there are any additional charges or taxes that i should be aware of? alright, that's helpful. one last thing, can you tell me if there are any ongoing discounts or offers for the otg-123? okay, thank you for the information, sarah. that's all i wanted to know. no, that's all. thank you for your assistance.",neutral
"hi emily, i'm calling to inquire about the return fee for a baby food that i received. my baby is allergic to it, and i need to return it. i would prefer a pickup. it's difficult for me to ship it back. yes, my address is 123 main street, anytown, usa, and my contact number is  123-4567. no, i won't be available at that time. how about monday between 10 am and 12 pm? yes, i noticed that there's a return fee mentioned on your website. how much will i be charged for the return? that's good to hear. thank you for your help, emily. you too, emily. goodbye!",negative
"hi rachel, this is john. i was browsing through your website for t-shirts, and i noticed that the same t-shirt is priced differently on different pages. can you please explain why? yes, it's the ""classic black t-shirt,"" and the urls are www.brownbox.com/classic-black-tshirt and www.brownbox.com/tshirt-black. oh, i see. can you explain how the discount coupons work? okay, that makes sense. can i use both coupons on the same product? alright, i understand. thank you for explaining it to me, rachel. no, that's all. thank you for your help. i appreciate your assistance, rachel. have a great day!",neutral
"hi, i recently received a dslr camera from brownbox, but it's not working correctly. i need to get a replacement. the camera is not turning on, even after i have charged the battery. yes, i have tried everything, but it's still not working. i want a replacement. how soon can i expect the replacement? yes, that would be great. no, that's all for now. thank you for your help. you too. goodbye!",neutral
"hi sarah, my name is john. i'm trying to order a hand blender from your website, but it says it's not available for shipping to my location. can you help me with that? yes, i'm in miami, florida. no, i specifically need the hand blender. why isn't it available for shipping to my location? that's not good enough, sarah. i need the hand blender urgently. can't you make an exception and ship it to me? okay, please tell me. alright, i'll check those options. but i'm really disappointed with your service, sarah. i expected better from brownbox. no, that's all. thank you for your help, sarah. thank you, sarah. goodbye.",negative
"hi sarah, i am calling to inquire about my order for a shirt. it was supposed to be delivered yesterday, but i haven't received it yet. no, i haven't received anything yet. i have already checked with them, and they haven't received anything. okay. that's unacceptable. i need the shirt urgently, and i can't wait for another day. yes, my address is 456 main street, anytown, usa, and my contact number is  987-6543. i have already checked with them, and they haven't received anything. yes, that works for me. thank you. no, that's all for now. thank you for your help, sarah. you too, sarah. goodbye!",negative
"hi tom. i recently purchased a backpack from brownbox, and i noticed some hidden charges on my bill. can you help me understand why i was charged extra? sure, my order number is 789012. i understand that, tom. but i wasn't aware that the shipping fee and taxes would be so high. is there anything you can do to help me with this? yes, please. that would be great. no, that's all. thank you for your help, tom. you too. goodbye!",neutral
"hi, i was trying to purchase a dslr camera from your website, but i noticed that the payment mode cash on delivery is not available for this product. can you help me with that? my name is tom, and my order number is 987654321. i prefer cash on delivery. is there any way to make an exception? i see. can you guide me through the payment process? okay, that sounds easy. i'll give it a try. thank you for your help. you too. goodbye.",neutral
"hi, i have an issue with the air cooler i received. the package was open and tampered with when it was delivered to me. i'm really disappointed with the quality of service. okay, please do that quickly. i need a new air cooler as soon as possible. no, thankfully, all the parts were there, but the packaging was torn, and it looked like someone had opened it. yes, i can do that. please give me your email address. no, that's all. i hope this issue gets resolved soon. thank you, you too. goodbye.",negative
"hi sarah, i'm john. i have an issue with my recent order. i'm very frustrated because the package shows as delivered, but i cannot find it anywhere. i have checked everywhere, sarah. i even asked my neighbors, but nobody has seen it. that's unacceptable, sarah. i paid for the product, and i expected to receive it on time. what are you going to do to fix this? i guess that's better than nothing, sarah. but i really need the ceiling fan, and i hope it arrives soon. no, that's all. thank you for your help, sarah.",negative
"hi sarah. i want to return an inverter i purchased from your website. it's not working correctly. yes, it's 789012. what is the return fee, and why do i have to pay it? i received a faulty product, and it's not my fault. this is ridiculous. i don't want to pay anything. you should take back the product and refund me the full amount. that's not enough. i want a full refund. fine. i'll pay the return fee, but i'm not happy about it. okay, i'll do that. can you confirm that i'll receive the refund within a week? no, that's all for now. thank you for your help. you too. goodbye.",negative
"hi, i'm interested in signing up for an extended warranty for my inverter. can you guide me through the process? yes, it's invbx-1234. yes, i would like to purchase the extended warranty. can i do it online? my name is jack smith. my email address is jacksmith@email.com, and my phone number is 123-456-7890. sure. my credit card number is 1234-5678-9012-3456, and the expiration date is 12/2024. no, that's all. thank you for your help, john. thank you, john. you too. goodbye.",neutral
"hi jane, i want to change the password for my account. can you help me with that? my email address is john.doe@gmail.com, and my order number is 123456. i tried that already, but it's not working. it says that my current password is incorrect. sure, the answer is ""boston."" okay, i'll try that. thank you for your help. no, that's all for now. thank you, you too. goodbye.",neutral
"hi john, my name is tom. i want to check the status of my refund for a bp monitor that i returned last week. yes, it's tom@example.com. that's great to hear, john. can you tell me how long it will take for the amount to reflect in my account? okay, i understand. thanks for your help, john. no, that's all for now. thanks again. you too, john. goodbye!",neutral
"hi rachel. i recently ordered a hand blender from brownbox, and i received an order confirmation email. i wanted to know if you have any updates on the shipping status. yes, my order number is 789012. yes, please. that would be great. no, that's all. thank you for your help, rachel. you too. goodbye!",neutral
"hi sarah. i am trying to purchase a sandwich maker from your website, but it's asking me to create an account. is it necessary to have an account to make a purchase? okay, i understand. can you guide me on how to create an account? thank you. i have created an account, but i am still unable to make a purchase. it's asking me to enter some more details in my account. it's asking for my shipping address and payment details. okay, i have added my shipping address and payment details. can i now make a purchase? thank you for your help, sarah. no, that's all. thank you again.",neutral
"hi sarah, i want to know about the refund timelines for cash on delivery returns for a microwave oven. sure, my order number is 123456 and my name is jane. yes, that's correct. okay, but please make it quick. i have been waiting for my refund for a long time. 7-10 days? that's too long. i have been waiting for more than two weeks now. can't you do anything to speed up the process? my email address is jane@email.com, and my phone number is 1234567890. no, that's all. thank you for your help.",negative
"hi, i just received my tablet from brownbox, and i need help with installation. i'm not sure if i should install it myself or if it's the responsibility of the brand. okay, that sounds good. can you guide me through the installation process? it's from abc. okay, i've done that. okay, i will. thank you for your help. no, that's all. thank you for your assistance.",neutral
"hi sarah. i recently bought a speaker from your website, and it's not working correctly. i want to know if it's covered under warranty. the sound quality is terrible, and it keeps disconnecting from my phone. i've tried everything, but nothing seems to work. that's great news. how do i initiate the warranty claim process? okay. can you guide me through the registration process? okay, i'll do that. but what about the warranty period? how long is it valid for? alright. thanks for the information. i'll register my product and initiate the warranty claim process. no, that's all for now. you too. goodbye!",negative
"hi, i am calling regarding my refund for an order i placed for a coffee maker. i returned it two weeks ago, but i haven't received the refund in my bank account yet. my order number is 12345678, and i returned the coffee maker because it was not working correctly. sure. my account number is 9876543210, and the ifsc code is xyz123456. i have checked my bank statement multiple times, and there is still no sign of the refund. yes, please. hi, i returned a coffee maker two weeks ago, and i haven't received the refund in my bank account yet. my order number is 12345678, and my account number is 9876543210, and the ifsc code is xyz123456. okay, thank you. no, that's all. thank you for your help. you too. goodbye.",negative
"hi alex, i recently purchased a food processor from your website, but it doesn't seem to be working correctly. i would like to return it and get a refund. yes, my order number is 123456. it's not working properly. it's making a loud noise and not chopping the food as it should. yes, i have everything. wait, what? a return check fee? i wasn't aware of that. why do i have to pay that fee? i see. well, i don't think it's fair to charge me for something that's not my fault. can you waive the fee? yes, please do. hi john, i was told that there's a return check fee for my food processor, and i'm not happy about it. i don't think it's fair to charge me for something that's not my fault. can you waive the fee? thank you, john. i appreciate your help. no, that's all for now. thank you again. you too. goodbye!",neutral
"hi anna, i recently ordered a backpack from your website and was wondering if there are any faster delivery options available? yes, please. hmm, i was hoping for a faster option, but an additional $10 seems a bit steep. can you tell me if there are any other options available? alright, i guess i'll have to go with the expedited delivery then. yes, please. no, that's all. thank you for your help.",neutral
"hi emily, my name is jane. i recently received a smart band from brownbox, but i'd like to return it. can you help me with the return process? yes, the smart band isn't working properly, and i'd like to return it for a refund. it doesn't track my steps accurately, and the heart rate monitor is not working at all. sure, i'll hold. what? why do i have to pay a return fee when the product is defective? okay, that's better. how do i return the smart band? yes, that's fine. thank you for waiving the return fee, emily. no, that's all for now. thank you for your help, emily. thank you, emily. you too. goodbye.",negative
"hi sarah, i want to add a new delivery address to my account for a computer monitor that i just ordered. my email address is john.doe@gmail.com, and my order number is 987654. my name is john doe, and my billing address is 123 main street, anytown, usa. the new delivery address is 456 oak avenue, anytown, usa. yes, i have one more question. can i change the delivery date for my computer monitor? okay, that's fine. please provide me with the tracking details. no, that's all. thank you for your assistance.",neutral
"hi rachel, i'm having trouble accessing my account. i lost my phone and forgot my password. can you help me? sure, my email address is john.doe@gmail.com, and my order number is 987654. yes, that's right. my name is john doe, and my billing address is 123 main street, anytown, usa. okay, i will check my email. thanks. actually, i'm still having trouble accessing my account. i keep getting an error message that says ""invalid credentials."" okay, let me try. yes, it's working now. thank you so much, rachel. no, that's all. thanks again. you too, rachel. goodbye!",neutral
"hi rachel, i recently purchased an electric kettle from your website. i noticed that the warranty terms mentioned on your website are different from the ones mentioned on the brand's website. can you please help me with this? on your website, it mentions that the warranty period is for 2 years, whereas on the brand's website, it mentions that the warranty period is for 1 year only. sure, go ahead. that's disappointing. i specifically chose your website because of the 2-year warranty mentioned on your website. can you please help me with this? okay, that would be helpful. alright, i guess that's the best you can do. can you please confirm the warranty period for my electric kettle? okay, thank you for your help. no, that's all. thank you.",negative
"hi alex, i recently received an induction cooktop from brownbox, but it's not working correctly. i would like to return it. sure, it's 789012. the cooktop is not heating up properly. i have tried using it on different power settings, but it's not working as it should. okay, i understand. will i be charged any fees for the return check? that's fine. can you initiate the return check process now? thank you, alex. can you confirm the amount of the refund? alright, that sounds good. thank you for your help. no, that's all for now. thank you.",neutral
"hi tom, i am having trouble logging into my account. it keeps asking me to verify my mobile number or email address. sure, my email address is john_doe@email.com. okay, what do i need to do to verify my mobile number or email address? i see. i don't have access to my registered mobile number anymore, and i can't find the verification email in my inbox or spam folder. yes, please do. no, that's all for now. thank you, tom. thanks, you too. goodbye.",neutral
"hi sarah, i am unable to log in to my account. it says that my account is inactive. can you help me reactivate it? my name is jane smith, and my email address is janesmith@email.com. my billing address is 123 main street, anytown, usa, and the last four digits of the credit card on file are 1234. yes, i was able to log in. thank you, sarah. no, that's all. but i'm really disappointed that my account was deactivated without any warning or notice. i had important documents saved in my account, and i couldn't access them when i needed them. this is unacceptable. well, i wish i had been notified before my account was deactivated. can you make sure that this doesn't happen again in the future? alright, thank you for your help, sarah. have a good day.",negative
"hi sarah, i'm looking to buy a pair of jeans from your website, but i'm not sure if i need to create an account first. my name is john, and my email address is john@gmail.com. i see. what information do i need to provide to create an account? okay, that sounds easy enough. do i need to provide any other information? sure, i'll take a look at those. one more question, can i still make a purchase without creating an account? i understand. thank you for your help, sarah. no, that's all for now. thanks again.",neutral
"hi sarah, i'm trying to get invoices for my previous orders for a backpack, but i can't seem to find them on your website. yes, my email address is johndoe@gmail.com. yes, i need the invoice for my order from last month. it's johndoe@gmail.com. yes, i've received it. thank you. yes, actually. i'm a bit frustrated that i couldn't find the invoices on your website. it was a hassle to contact customer support to get them. well, for starters, it would be great if you could make the invoices easier to find on the website. i had to spend a lot of time searching for them. no, that's all. thank you for your help. you too. goodbye.",negative
"hi jack, my name is john. i have been trying to redeem my reward points for an air conditioner, but i am facing some issues. my account number is 123456789 and the air conditioner model is xyz. no, i want that particular model only. can you tell me when it will be back in stock? okay, my email address is john@example.com. no, i am not satisfied with the service. i have been waiting for a long time to redeem my reward points, and now the air conditioner is out of stock. this is not acceptable. okay, my contact number is 123-456-7890. no, that's all for now. goodbye.",negative
"hi, i have an issue with my recent purchase, and i need help with it. i received a coffee maker, and it's not working correctly. i want to return it and get a refund. the coffee maker is not brewing coffee correctly, and the coffee tastes terrible. i have tried troubleshooting it, but it's not working. okay, i'll hold. what do you mean by ""used""? i only used it a few times. this is ridiculous. i only used it a few times, and it's not working correctly. why should i be responsible for returning a defective product? yes, please do that. yes, that's correct. i only used the coffee maker a few times, and it's not working correctly. i want to return it and get a refund. thank you, david. i appreciate your help. no, that's all. thank you for your help. thank you, you too. goodbye!",negative
"hi david, i have a question about the pricing for a pair of shoes on your website. i noticed that the same shoes have different prices listed on different pages. can you explain why that is? yes, the shoes are the nike air max 270 react, and i saw one price on the search results page and a different price on the product details page. okay, that makes sense. thank you for explaining that to me. is there any way i can get the sale price on the search results page? okay, i understand. thank you for your help. no, that's all. thank you again.",neutral
"hello, i have a question about the pricing and discounts for a smart band that i'm interested in purchasing from brownbox. sure, the smart band i'm interested in is the xyz model, and i'm located in new york city. that sounds great! how do i avail of the cashback offer? that's convenient. is there any limit on the number of smart bands i can purchase with the cashback offer? okay, thanks for letting me know. is there anything else i should be aware of before making my purchase? thank you for the information, john. i appreciate your help. no, that will be all. thanks again, john.",neutral
"hi sarah, my name is lisa. i ordered a coffee maker last week, and i'm not sure about the order status. can you help me with that? okay, that's good to know. can you explain the different order statuses that i see in 'my orders'? okay, got it. thanks for explaining that, sarah. actually, yes. i have a question about the warranty for the coffee maker. can you tell me more about that? okay, great. thanks for your help, sarah. you too, sarah. goodbye!",neutral
"hi john, i'm having trouble with the verification code for my vacuum cleaner purchase. i've been trying to receive the otp for the past hour, and i haven't received it yet. sure, my order number is 123456. yes, my mobile number is 9876543210, and my email address is john.doe@email.com. yes, i have checked it, and there's no email from brownbox. yes, i do. yes, it's correct. okay. no, i haven't received it yet. okay. no, i haven't received it in my email either. yes, my alternate mobile number is 9876543211, and my alternate email address is john.doe1@email.com. okay. yes, i have received the verification code on my alternate mobile number and email address. okay, i have entered the code, and it's verified now. no, that's all. thank you for your help.",negative
"hi sarah, i received a damaged baby food packet yesterday, and i want to return it for a refund. yes, the order number is 123456789, and the product is abc baby food. the packaging was torn, and the contents inside were spilled all over the box. i can't use it for my baby. can you send me a return label? that would be more convenient for me. thank you for your help, sarah. i appreciate it. no, that's all. thank you again. you too, sarah. goodbye!",negative
"hi alex, i'm really frustrated. i've been trying to order a washing machine, but it's not available for shipping to my location. what's going on? sure, it's 12345. what? that's ridiculous. how can you not have a washing machine available for shipping to my area? fine, what do you suggest? yes, please. my name is john smith, and my shipping address is 6789 main street, anytown, usa. i'll pay with my credit card. no, that's all for now. okay, bye.",negative
"hi sarah, i am calling regarding my refrigerator which i bought from brownbox last year. i seem to have lost the warranty card, and i need to claim warranty for it. can you help me with that? yes, it's abc-123. the date of purchase was 15th june 2020, and the order number was bb-123456. sure, my name is john smith, and my address is 1234 main street, anytown, usa. my phone number is 123-456-7890. okay, that sounds good. will i need to pay for anything? understood. thank you for your help, sarah. i appreciate it. no, that's all for now. thank you again.",neutral
"hi sarah, i recently purchased a kitchen chimney from your website and wanted to confirm the order status. that's great to hear. can you please confirm the courier details and the expected delivery date? okay, thank you for the information. no, that's all for now. thank you for your help, sarah. you too, sarah. goodbye!",positive
"hi john, i want to add a new email address to my account to log in to my account for a sweatshirt. i want to use a new email address to log in to my account for a sweatshirt. my current registered email address is johndoe@email.com. okay, got it. can you guide me on how to do that? okay, i will try that. thank you for your help. no, that's all. thank you. you too, john. goodbye!",neutral
"hi, i'm trying to find an invoice for a pair of shorts i ordered last week, but i can't seem to locate it. sure, my order number is 98765432, and my name is john smith. yes, it's john.smith@email.com. i'm checking now... yes, i see it. thank you! actually, yes. i noticed that i was charged twice for the shorts. can you help me with that? sure. the first charge was for $25 on june 1st, and the second charge was for $25 on june 2nd. yes, that's fine. that's great. thank you so much for your help. no, that's all. thank you again.",neutral
"hi, i'm calling because i noticed some discrepancies in the pricing of books on brownbox. yes, i was looking for a book titled ""the electric kettle"" on your website, and i noticed that there are different prices for the same title. some books are priced at $15, while others are priced at $30. sure, take your time. that's good to hear. what can we do to fix this? i don't have that information with me right now. can you please help me find it? yes, the author's name is john doe, and the publisher's name is xyz publications. yes, that sounds good. when can i expect to hear back from them? sure, my email address is john.doe@email.com, and my phone number is 123-456-7890. no, that's all. thank you for your help, sarah. thank you, sarah. have a great day too. goodbye!",neutral
"hi rachel, my name is jane, and i'm frustrated with my recent order. yes, i received the jeans, but they were the wrong size, so i returned them. i was told that i would receive a refund, but i haven't received it yet. i returned them two weeks ago. yes, the tracking number is 987654321. that's frustrating. how long does it take to process a refund for cash on delivery  returns? okay, i understand. can you please check with your finance team to see what's going on? okay, i'll hold. finally! thank you for your help, rachel. no, that's all for now. thank you again, rachel. you too, rachel. goodbye.",negative
"hi sarah, i need to change the address for the pick-up of my pendrive. i have to leave town for a few days, and i won't be available at the current address. yes, it's 1234 main street, apartment 567, anytown, usa. no, that's all. but i'm not happy with your service. i had to wait for more than 10 minutes on hold to speak to you. no, that's all. goodbye.",negative
"hello, i would like to inquire about the estimated delivery time for my coffee maker order. my name is mary and my order number is 987654321. three to five business days? that's too long. i need it urgently. a refund is not what i want. i need the coffee maker as soon as possible. can you do anything to expedite the shipping? a discount is not what i want. i need the coffee maker urgently. can i speak to your manager? okay, my phone number is 123-456-7890 and my email is mary@email.com. no, that's all for now. goodbye.",negative
"hi, i have a problem with the shipping of my order. okay, i'll hold. yes, that's correct. but it's been over a week now, and i haven't received the item yet. but i paid for the shipping. why should i wait for so long? no, i don't want to pay extra. i just want to know when i can expect my order to arrive. okay, i'll hold. okay, i'll wait for two more days. but i don't think i should have to pay for shipping if it takes so long to arrive. okay, thank you for your help. you too. goodbye!",negative
"hi sarah, i recently purchased an electric kettle from brownbox, and i want to register it with the brand for warranty benefits. can you help me with that? yes, my order number is 123456789 and my email address is jane.doe@email.com. okay, i see. can you guide me through the registration process? okay, let me do that. i filled out the registration form. what should i do now? okay, let me do that. it worked. my electric kettle is now registered for warranty benefits. no, that's all. thank you for your help, sarah. thank you, sarah. you too. goodbye!",neutral
"hi, i recently purchased a ceiling fan from your website, and it's not working correctly. i want to claim warranty for it. sure, my order number is 12345, and the fan is making a lot of noise, and the blades are not rotating correctly. sure, i can wait. okay, what are the next steps? okay, i understand. is there anything else i need to do? no, that's all. thank you for your help. you too. goodbye!",neutral
"hi mark, i'm calling because i need to change the password for my account. i recently purchased a water geyser from your website. sure, my email address is john.doe@email.com, and the order number is 987654. sure, it's 1234. okay, i'll try that. but what if i have trouble changing my password? okay, i'll keep that in mind. thank you for your help. no, that's all. thank you.",neutral
"hi, i recently purchased a hand blender from your website, and i'm interested in signing up for an extended warranty. can you guide me through the process? my name is jane, and my order number is b6789. okay, i'll do that. can you tell me more about the extended warranty? what does it cover, and how long does it last? that sounds good. how much does it cost? okay, i understand. can i purchase the extended warranty later, or do i have to do it now? alright, i'll keep that in mind. thank you for your help, emily. no, that's all. thank you again.",neutral
"hi jane, i am calling to inquire about the exchange offer for an air conditioner. i am frustrated because i cannot find any details about the offer on your website. yes, it is the lg 1.5 ton 5 star inverter split ac. that sounds great! can you give me more details about the offer? that's fantastic! can you tell me how to proceed with the exchange offer? okay, that makes sense. can you tell me the estimated time for the evaluation? alright, i understand. thank you for your help, jane. no, that's all for now. you too. goodbye!",negative
"hi sarah, i am calling to inquire about the refund for a smartwatch that i returned a week ago. yes, that's correct. i've been checking my account, but i haven't received the refund yet. yes, it's bank of america, and the account number is 123456789. okay, thank you. can you also tell me why the refund was not credited to my account in the first place? okay, i understand. thank you for your help, sarah. no, that's all for now. thanks, you too. goodbye.",negative
"hi, i would like to know about the pickup process for my tablet. my name is david and my order number is 123456789. i want to pick it up from the store. can you tell me the pickup process? is there anything else i need to bring with me? okay, thank you. can you tell me the store location and working hours? okay, thank you. that's all i needed to know. no, that's all for now. you too, goodbye.",neutral
"hi alex. i recently received a dishwasher from your company, but unfortunately, it's not working correctly. i want to return it and get a replacement. sure, my order number is 12345, and the reason for the return is that the dishwasher is not cleaning the dishes correctly. yes, i have tried cleaning the dishwasher and running it on different cycles, but it's not working correctly. that sounds good. do i need to pay any additional fees for the return and replacement? okay, that's great. when will i receive the return label and instructions? no, that's all. thank you for your help, alex. you too. goodbye!",neutral
"hi, i'm calling about my order for the kitchen chimney. i received a notification that it was delivered, but it was delivered to the wrong address. my name is tom, and my order number is 123456. this is unacceptable! i needed that kitchen chimney for my new home, and now i don't have it. what are you going to do about it? yes, my correct address is 123 main street. no, that's all. i just want my kitchen chimney delivered to my correct address as soon as possible. alright, thank you. thank you, rachel. goodbye!",negative
"hi emily, i recently purchased an air cooler from brownbox, and i noticed that there is a mismatch in the warranty terms between the website and the physical warranty card. can you help me with that? yes, it's xyz-789. i purchased it on 1st july 2021, and the order number is bb-987654. the website says that the warranty is for 12 months, but the physical warranty card says it's only for six months. sure, i can hold. okay, thank you for clarifying that. what should i do if i need to claim the warranty? my name is jane doe, and my address is 4567 elm street, anytown, usa. my phone number is 987-654-3210. thank you. will i need to pay for anything? understood. thank you for your help, emily. i appreciate it. no, that's all for now. thank you again.",neutral
"hi sarah, i recently purchased a computer monitor from your website, and i want to know about the pickup process. okay, but i am not sure how to do that. can you guide me through the process? okay, i will do that. can you tell me how long it will take for the pickup to be scheduled? alright, i understand. is there anything else i need to know about the pickup process? okay, i will do that. thank you for your help, sarah. no, that's all for now. you too. goodbye!",neutral
"hi sarah, my name is tom. i want to buy a sweatshirt from your website, but i can't seem to find the international shipping option. yes, it's the black hoodie with the brownbox logo on it. what? that's ridiculous! why would you advertise a product on your website if you can't ship it internationally? well, that's not good enough. i really want that sweatshirt, and i don't understand why you can't ship it to me. how long will it take for you to start shipping to my country? i don't want to pay extra for shipping. that's not fair. okay, i guess i'll have to look for another sweatshirt then. no, that's all. thank you for your time. thanks, you too. goodbye.",negative
"hi, i just tried to log in to my account to buy a pair of shoes, but i'm being prompted to verify my mobile number or email address. why is that? oh, i see. but i've already verified my email address when i signed up. do i have to verify it again? okay, i'll try to verify my mobile number then. how do i do that? i'm not sure if i remember the country code for my mobile number. can you help me with that? i'm in the united states. got it. let me try that. thank you for your help. no, that's all. thank you for your assistance. you too. goodbye!",neutral
"hi alex, i recently returned a television, and i was told that i would be reimbursed for the courier charges. but, i haven't received any reimbursement yet. can you help me with that? sure, the order number is #987654321, and the return id is #123456. no, i haven't received it yet. it's been more than 10 days now. okay. okay, i will check with my bank. but, why is there a delay from the bank's side? okay, i will check with my bank and let you know if there are any further issues. okay, thank you.",negative
"hi mark, i'm trying to log in to my account to purchase a pendrive, but it's asking me to verify my mobile number or email address. i'm not sure what to do. sure, my email address is johndoe@email.com and my mobile number is  123-4567. no, i haven't changed anything. what should i do now? yes, my correct mobile number is  987-6543 and my email address is johndoe123@email.com. okay, let me try. yes, i was able to log in successfully. thank you for your help, mark. no, that's all for now. thank you again. you too, mark. goodbye!",neutral
"hi sarah, this is jane. i have been trying to verify my mobile number and email address to place an order for a kitchen chimney, but i am not receiving the otp or verification code. yes, my mobile number is 9876543210, and my email address is jane@email.com. no, i haven't received any codes yet. i have checked all folders, but i haven't received any codes. yes, i have received the codes now. thank you, sarah. no, that's all. but i'm not happy with the delay in receiving the codes. okay, thank you. sure, i will. thank you, sarah.",negative
"hi tom, i have a query regarding expedited delivery options for a toy i want to purchase from your website. it's a remote-controlled car, and i'm located in new york. sure, take your time. okay, that's good to know. can you tell me more about these options, like the cost and delivery timings? alright, i think i'll go with the two-day delivery option. how can i select this option? got it. is there any way i can track my package once it's shipped? okay, that's helpful. thanks for your assistance, tom. no, that's all for now. thanks again! you too. goodbye!",neutral
"hi, alex. i am trying to sign up for a water purifier on your website, but i am having trouble with the login process. i am an international customer and i don't have a us phone number to receive the verification code. can you help me with that? sure, it's johndoe@email.com. yes, please. that would be great. yes, i can do that. how do i send it to you? okay, i'll do that. how long will it take to verify my identification? no, that's all for now. thank you for your help, alex. thank you. you too. goodbye!",neutral
"hi, i want to return a wristwatch that i bought from brownbox. i received the wristwatch yesterday, and it's not working. i want to return it and get a refund. it's not ticking at all. i tried to set the time, but it's not working. what do you mean by used? i just tried to set the time. no, i don't want a repair or replacement. i want a refund. this is ridiculous. i just received the watch yesterday, and it's not working. why can't i return it? this is unacceptable. i want to speak to your supervisor. okay, my email address is tom@email.com and my phone number is 123-456-7890. no, that's all. this is ridiculous. i'll be waiting for your supervisor's call.",negative
"hi rachel. i'm trying to log in to the mobile app to purchase a pair of jeans, but i'm not sure how to log in with my mobile number. yes, my name is john doe, and my mobile number is 555-1234. okay, i'll try that. thank you, rachel. no, that's all. thank you for your help. you too. goodbye!",neutral
"hi alex, i received a vacuum cleaner that i ordered from your website, but it's not working correctly. i would like to return it or exchange it for a new one. my name is john, and my order number is 789101. i would like to exchange it for a new one, please. it's not picking up dust and debris correctly. i tried troubleshooting it, but it's still not working. i would like to return the defective product and receive a new one, please. no, that's all. thank you for your help, alex. thank you, alex. you too. goodbye.",neutral
"hi there, i recently received a dslr camera that i purchased from brownbox, but i'm not satisfied with it. i'd like to return it and get a replacement. can you help me with that? yes, the camera has some issues with the lens, and the pictures are not coming out as expected. okay, i'll do that. what happens next? how long will it take to get a replacement camera? okay, that sounds good. is there anything else i need to know? alright, i'll make sure to do that. thanks for your help! no, that's all. thanks again. you too, goodbye!",neutral
"hi, i'm calling because i'm having an issue with my juicer/mixer/grinder. i took it to your service center for repair, but they denied my request. my name is lisa, and my email is lisa.smith@email.com. but i've only used it a few times, and it's not even a year old. yes, i did. but it still wasn't working correctly. okay, i'll do that. but i'm still unhappy with the service center denying my request. no, that's all. thank you for your help, jane. thank you, jane. goodbye!",negative
"hi jack, my name is john. i recently received a vacuum cleaner that i ordered from brownbox, and unfortunately, it's not working correctly. i want to return it and get a refund. yes, my name is john smith, my phone number is 123-456-7890, and my email address is johnsmith@email.com. yes, i have a question about the refund process. how will i receive the refund? no, that's all. thank you, jack, for your assistance. you too, jack. goodbye!",neutral
"hi alex, i recently bought a ceiling fan from your website, and it's not working properly. i want to claim the warranty. can you guide me through the process? sure, it's #987654321. the fan blades are not rotating at a consistent speed, and there's a weird noise coming from the motor. okay, i'll do that. is there anything else i need to do? alright, i'll do that too. is there a specific format for the video? okay, got it. thanks for your help, alex. no, that's all. thanks again.",neutral
